,drug_id,identifier
3445,4272,NSC-626579
3446,4274,J641.665I
3447,4287,KH064
3448,4291,"UK-25,842"
3449,4291,UK-25842
3450,4322,LY249543
3451,4325,FEMA NO. 3220
3452,4329,FEMA NO. 2978
3453,4339,AHR-3053
3454,4339,LJ 206
3455,4339,LJ-206
3456,4339,NSC-14156
3457,4339,R05CB03
3458,4345,NSC-96911
3459,4350,FO 7314
3460,4377,CB 337
3461,4377,CB-337
3462,4381,NCI-C56279
3463,4381,UN 1143
3464,4398,BRN 5238667
3465,4398,CCRIS 2951
3466,4398,E270
3467,4398,NSC 367919
3468,4398,SY-83
3469,4400,HBL
3470,4410,NSC-87080
3471,4417,NSC-1317
3472,4441,NSC-30605
3473,4442,APC-10273
3474,4468,68047-06-3
3475,4468,ICI-79280
3476,4474,NSC-1746
3477,4481,E-968
3478,4481,E968
3479,4481,F 8015
3480,4481,INS NO.968
3481,4481,INS-968
3482,4481,NIK 242
3483,4481,NIK-242
3484,4481,NSC-8099
3485,4485,NSC-21548
3486,4495,RU81843
3487,4501,OR7980
3488,4502,WRR-204
3489,4512,FEMA NO. 3132
3490,4519,EDENOR C 8-98-100
3491,4519,FEMA NO. 2799
3492,4519,NSC-5024
3493,4522,206-986-0
3494,4522,GNF-PF-1028
3495,4528,NSC-1532
3496,4531,NSC-523123
3497,4532,FEMA NO. 2593
3498,4540,NSC-8798
3499,4552,Lopac-N-0630
3500,4552,UP 83
3501,4552,UP-83
3502,4553,FEMA NO. 3723
3503,4553,NSC-60533
3504,4556,NAP-226-90
3505,4562,NSC-2347
3506,4564,E-575
3507,4564,INS NO.575
3508,4564,INS-575
3509,4564,NSC-34393
3510,4566,E-630
3511,4566,INS NO.630
3512,4566,INS-630
3513,4569,FEMA NO. 2145
3514,4569,NSC-8049
3515,4571,NSC-71047
3516,4574,US 2917522
3517,4574,US-2917522
3518,4575,W 3566
3519,4575,W-3566
3520,4576,AM 833
3521,4576,Ro 23-6240
3522,4576,RO 23-6240/000
3523,4576,RO-236240
3524,4576,RO-236240000
3525,4586,NSC-6970
3526,4599,RO 13-5057
3527,4599,RO-13-5057
3528,4619,FEMA NO. 2009
3529,4619,NSC-98542
3530,4620,CB-1639
3531,4620,"WR 14,997"
3532,4620,X 201
3533,4626,EL-857
3534,4628,A-82516
3535,4628,A82516
3536,4633,B33
3537,4638,NSC-11
3538,4640,NSC-37041
3539,4665,NSC-8774
3540,4684,NSC-92231
3541,4693,J2.346.560D
3542,4699,FEMA NO. 3291
3543,4699,NSC-4592
3544,4703,NDI 590
3545,4703,NSC-44184
3546,4725,ML 3000
3547,4725,ML-3000
3548,4725,ML3000
3549,4734,NSC-32949
3550,4743,R 805
3551,4743,R-805
3552,4744,NSC-27285
3553,4744,NSC-52500
3554,4744,NSC-8625
3555,4745,NSC-156783
3556,4778,SC 45647
3557,4785,Antibiotic D-45
3558,4785,NSC-3360
3559,4787,NSP-989
3560,4794,BAY H 4502
3561,4794,BAY-H-4502
3562,4796,TX 522
3563,4796,TX-522
3564,4796,TX522
3565,4801,18:1Z(N-7)
3566,4805,Antibiotic 1754Z3B
3567,4805,NSC-177858
3568,4812,Lilly 90459
3569,4813,Caswell No. 852
3570,4813,CP 3438
3571,4813,USAF B-22
3572,4815,Caswell No. 193
3573,4818,P 887
3574,4818,Ro 2-4572
3575,4819,A 3322
3576,4819,A-3322
3577,4820,Lopac-N-1392
3578,4825,B-436
3579,4826,AS 716
3580,4827,NSC-746
3581,4830,W 37
3582,4830,W-37
3583,4833,CI-705
3584,4833,CN 38703
3585,4833,R-148
3586,4839,NSC-81430
3587,4839,SH 714
3588,4839,SH-714
3589,4842,Lopac-F-100
3590,4842,MCN-JR-6218
3591,4842,R 6218
3592,4842,R-6218
3593,4844,RO 1-9569
3594,4844,RO-1-9569
3595,4844,RO-19569
3596,4845,BMS 247550-01
3597,4845,BMS-247550
3598,4846,REV 5320 A
3599,4846,RHC 5320 A
3600,4846,RHC-5320A
3601,4846,ST 1396
3602,4846,UL/1677
3603,4847,ASP 1517
3604,4847,ASP-1517
3605,4847,ASP1517
3606,4847,FG 4592
3607,4847,FG-4592
3608,4847,FG4592
3609,4849,AZD-2171
3610,4849,AZD2171
3611,4850,AZD-2563
3612,4850,AZD-5847
3613,4850,AZD2563
3614,4850,AZD5847
3615,4851,VX 710
3616,4851,VX-710
3617,4852,BAY-13-9952
3618,4853,MRE 0470
3619,4853,MRE-0470
3620,4853,MRE0470
3621,4853,SHA-174
3622,4853,WRC 0470
3623,4853,WRC-0470
3624,4854,TEI-6720
3625,4854,TMX-67
3626,4855,SR 33589
3627,4855,SR-33589
3628,4855,SR33589
3629,4856,CR 2017
3630,4856,CR-2017
3631,4857,BMS-204756
3632,4857,NS-2214
3633,4858,SR 4233
3634,4858,SR-259075
3635,4858,SR-4233
3636,4858,SR259075
3637,4858,WIN 59075
3638,4858,WIN-59075
3639,4859,TAK-147
3640,4860,ANA-245
3641,4860,ANA245
3642,4860,ICN-10146
3643,4860,NARI-10146
3644,4861,PI-21858
3645,4861,R-65824
3646,4861,"R65,824"
3647,4862,"VI-21,497"
3648,4862,VX 497
3649,4862,VX-497
3650,4862,VX497
3651,4863,FP-007SE
3652,4865,CGX-635
3653,4865,NSC-141633
3654,4866,HT-100
3655,4867,SR 27897
3656,4868,AMN 107
3657,4868,AMN-107
3658,4868,AMN107
3659,4869,BIBN 4096
3660,4869,BIBN 4096 BS
3661,4869,BIBN 4096BS
3662,4869,BIBN-4096 BS
3663,4869,BIBN-4096BS
3664,4870,MP-101
3665,4872,SR 142801
3666,4872,SR-142801
3667,4872,SR142801
3668,4873,207266
3669,4873,SB 207266
3670,4873,SB-207266
3671,4874,AMD-473
3672,4874,AMD473
3673,4874,NX 473
3674,4874,NX-473
3675,4874,ZD-0473
3676,4874,ZD0473
3677,4875,HMR 3480
3678,4875,HMR-3480
3679,4875,HMR-3480/VX-740
3680,4875,HMR3480/VX-740
3681,4875,VX-740
3682,4876,LAF 237
3683,4876,LAF-237
3684,4876,LAF237
3685,4876,NVP-LAF 237
3686,4876,NVP-LAF-237
3687,4876,NVP-LAF237
3688,4877,MMH-18
3689,4878,A-71100
3690,4878,AO 128
3691,4878,AO-128
3692,4879,BAY-86-5127
3693,4879,CGP 79787
3694,4879,CGP-79787
3695,4879,CGP-797870
3696,4879,K-222584
3697,4879,NVP-PTK787
3698,4879,PTK 787
3699,4879,PTK/ZK
3700,4879,PTK787/ZK 222584
3701,4879,ZK-232934
3702,4880,"MDL 17,043"
3703,4880,MDL-17043
3704,4881,LY-335979
3705,4881,LY335979
3706,4882,J 107088
3707,4882,J-107088
3708,4882,PF-804950
3709,4882,PHA-782615
3710,4883,LU 135252
3711,4883,LU-135252
3712,4884,LY 210448
3713,4884,LY-210448
3714,4885,KC-9946
3715,4887,GSK 640385
3716,4887,GW 0385
3717,4887,GW-640385
3718,4887,GW-640385X
3719,4887,GW-64085X
3720,4887,GW640385
3721,4887,GW64085X
3722,4887,VX 385
3723,4887,VX-385
3724,4888,DU 127090
3725,4888,DU-127090
3726,4888,DU127090
3727,4889,DOV-220075
3728,4890,TAU-284DS
3729,4891,2MBISP
3730,4891,DP-006
3731,4891,QRX 101
3732,4891,QRX-101
3733,4894,BMY 41606
3734,4894,BMY-41606
3735,4894,RC-160
3736,4895,EYE 001
3737,4895,NX 1838
3738,4895,NX1838
3739,4896,F-2207
3740,4896,F2207
3741,4898,H 376-95
3742,4898,H 376/95
3743,4898,H 37695
3744,4901,IDEC 114
3745,4901,IDEC-114
3746,4904,ZYC 101a
3747,4904,ZYC101a
3748,4907,EG009
3749,4908,BIMT 17
3750,4908,BIMT 17 BS
3751,4908,BIMT-17
3752,4908,BIMT-17-BS
3753,4909,DRG-0140
3754,4909,WR 006026
3755,4909,WR 6026
3756,4909,WR-6026
3757,4909,WR6026
3758,4910,SK&F 30310
3759,4910,SK&F-30310
3760,4910,SKF 30310
3761,4911,LY 333328
3762,4911,LY-333328
3763,4911,LY333328
3764,4912,B-992
3765,4912,B992
3766,4915,NV-06
3767,4915,NV06
3768,4918,BAL-9141
3769,4918,BAL-9141-000
3770,4918,BAL-9141000
3771,4918,BAL9141-000
3772,4918,RO 63-9141
3773,4918,RO-63-9141
3774,4918,RO-639141
3775,4920,H-324/38
3776,4921,MBP8298
3777,4931,CUV 1647
3778,4931,CUV1647
3779,4931,MBJ 05
3780,4931,MBJ05
3781,4933,E5564
3782,4934,ABI 1648
3783,4934,KRM-1648
3784,4938,FC-1271
3785,4938,FC-1271A
3786,4941,NP-303
3787,4941,SP 303
3788,4941,SP-303
3789,4941,TRN-002
3790,4942,AM-80
3791,4942,AM80
3792,4942,NSC-608000
3793,4944,GP 1-110
3794,4944,GP-1-110
3795,4946,HP 873
3796,4946,HP-873
3797,4951,AMR-69
3798,4953,AWD-21360
3799,4953,AWD21-360
3800,4953,D-23129
3801,4953,D23129
3802,4953,GKE-841
3803,4953,GW-582892X
3804,4953,GW582892X
3805,4953,WAY-143841
3806,4954,CVT-510
3807,4956,LU-54107
3808,4956,LU54107
3809,4956,MAK 195F
3810,4956,MAK-195F
3811,4958,AMG-412
3812,4959,SGN-00101
3813,4960,R-115777
3814,4960,R115777
3815,4961,BCH 4556
3816,4961,BCH-4556
3817,4964,B 4313
3818,4964,MAb-B 4313
3819,4964,MAb-B43.13
3820,4970,E-4424
3821,4971,JTT 501
3822,4971,JTT 501beta
3823,4971,JTT-501
3824,4971,PNU 182716
3825,4974,AP 1903
3826,4974,AP-1903
3827,4974,AP1903
3828,4975,AQ 4N
3829,4975,AQ4N
3830,4977,NSC638719
3831,4980,EA 6
3832,4980,QLT 0074
3833,4980,QLT-0074
3834,4980,QLT0074
3835,4982,GYKI 53405
3836,4982,GYKI-53773
3837,4982,LY-300164
3838,4982,LY300164
3839,4985,PCK-3145
3840,4985,PCK3145
3841,4992,AP5346
3842,4996,BMS-182751
3843,4996,BMY-45594
3844,4996,JM-216
3845,4998,AGRO-100
3846,4998,AGRO100
3847,4998,AS 1411
3848,4998,AS-1411
3849,4998,AS1411
3850,5004,AC162352
3851,5004,GT-001
3852,5006,MT-201
3853,5006,MT201
3854,5009,BMS-068645
3855,5009,BMS068645
3856,5009,DWH-146E
3857,5010,CGP-36742
3858,5010,LU-AE-58479
3859,5010,SGS742
3860,5011,EG004
3861,5012,XEN-2174
3862,5012,XEN2174
3863,5013,AGN 204332
3864,5013,PEP-005
3865,5013,PEP005
3866,5015,PX-105684
3867,5015,PXD-101
3868,5015,PXD101
3869,5016,PTC 124
3870,5016,PTC-124
3871,5016,PTC124
3872,5020,AN-380
3873,5020,ANA380
3874,5020,LB 80380
3875,5020,LB-80380
3876,5020,LB80380
3877,5022,NSC-308847
3878,5025,BRX-220 FREE BASE
3879,5029,Antibiotic PA 48009
3880,5029,Moli 1901
3881,5029,MOLI-1901
3882,5029,MOLI1901
3883,5035,KB 2115
3884,5035,KB-2115
3885,5035,KB2115
3886,5038,LF16-0687MS
3887,5039,QAB 149
3888,5039,QAB-149
3889,5039,QAB149
3890,5039,QVA-149 COMPONENT INDACATEROL
3891,5047,CX 717
3892,5047,CX-717
3893,5047,CX717
3894,5048,"PRS-211,375"
3895,5048,PRS-211375
3896,5053,MB 07803
3897,5053,MB-07803
3898,5053,MB07803
3899,5075,TG 100801
3900,5075,TG-100801
3901,5075,TG100801
3902,5076,LAU-7b
3903,5076,MCN-R-1967
3904,5084,BA-058
3905,5084,BA058
3906,5084,BIM-44058
3907,5084,BIM44058
3908,5087,CCD-1042
3909,5088,ATN-224
3910,5097,IMMU-100
3911,5100,AG-3340
3912,5100,AG3340
3913,5100,KB-R 9896
3914,5100,KB-R-9896
3915,5101,EMD-72000
3916,5102,AG-7088
3917,5102,AG7088
3918,5104,EMD 61753
3919,5105,VP 63843
3920,5105,VP63843
3921,5105,WIN 63843
3922,5107,HE-2000
3923,5107,HE2000
3924,5109,ET-743
3925,5109,NSC 684766
3926,5109,NSC-648766
3927,5116,NB-1011
3928,5116,NB1011
3929,5119,GSK 659032
3930,5119,SB 659032
3931,5119,SB-659032
3932,5128,HMR-3270
3933,5128,HMR3270
3934,5128,IP-960
3935,5128,IP960
3936,5128,NXL-201
3937,5129,BBM-2478A
3938,5129,BMY-28090
3939,5134,17-AAG
3940,5134,BMS-722782
3941,5134,CNF-1010
3942,5134,CNF1010
3943,5134,KOS-953
3944,5146,XL 820
3945,5146,XL-820
3946,5146,XL820
3947,5152,AF-267B
3948,5152,AF267B
3949,5152,NGX-267
3950,5152,NGX267
3951,5154,PA 824
3952,5154,PA-824
3953,5154,PA824
3954,5155,CR 665
3955,5155,CR665
3956,5155,FE 200665
3957,5155,FE-200665
3958,5160,PRX-302
3959,5160,PRX302
3960,5168,EC-145
3961,5168,EC145
3962,5171,E-2012
3963,5171,E2012
3964,5186,SQ-109
3965,5186,SQ109
3966,5187,GFT-505
3967,5187,GFT505
3968,5188,KD 3010
3969,5188,KD-3010
3970,5188,KD3010
3971,5202,ARC1779
3972,5207,NSL-043
3973,5207,SD118
3974,5209,SYM-001
3975,5209,SYM001
3976,5212,HE 3286
3977,5212,HE-3286
3978,5212,HE3286
3979,5219,AN-2728
3980,5219,AN2728
3981,5220,MLN 8237
3982,5220,MLN-8237
3983,5220,MLN8237
3984,5223,SB 939
3985,5223,SB-939
3986,5223,SB939
3987,5229,MDL 201229
3988,5229,MDL-201229
3989,5229,ML 1229
3990,5229,ML-1229
3991,5239,GDC 0973
3992,5239,GDC-0973
3993,5239,GDC0973
3994,5239,RG 7420
3995,5239,RG-7420
3996,5239,RG7420
3997,5239,RO5514041
3998,5239,XL 518
3999,5239,XL-518
4000,5239,XL518
4001,5242,NUC B1000
4002,5242,NUCB1000
4003,5253,HOE 33171
4004,5253,HOE-A 25-01
4005,5254,CDB 4124
4006,5254,CDB-4124
4007,5254,RU 44675
4008,5263,B. W. 55-5
4009,5263,BW 55-5
4010,5263,BW 555
4011,5263,NSC-76239
4012,5264,J2.343.184J
4013,5264,SP 233
4014,5264,SP-233
4015,5267,AV-411
4016,5267,AV411
4017,5267,BRN 0656579
4018,5267,MN-166
4019,5272,N-0923
4020,5272,SPM 962
4021,5289,AL 3789
4022,5289,AL-3789
4023,5290,E-7869
4024,5290,MPC-7869
4025,5295,GNF-PF-2188
4026,5295,HSDB 8198
4027,5295,ZD 6474
4028,5295,ZD-6474
4029,5295,ZD6474
4030,5296,ED-71
4031,5299,OPC-6535
4032,5301,PTI-801
4033,5302,LAX 101
4034,5302,LAX-101
4035,5305,CA9-SCAN CG250
4036,5305,cG 250
4037,5305,cG250
4038,5305,WX G250
4039,5305,WX-G 250
4040,5305,WX-G250
4041,5306,IL-13-PE38
4042,5306,IL13-PE38
4043,5306,IL13-PE38QQR
4044,5312,DX-88
4045,5317,ACP 103
4046,5317,ACP-103
4047,5317,ACP103
4048,5320,VB4-845
4049,5328,AS-3201
4050,5328,SX 3030
4051,5328,SX 3201
4052,5333,AMG 531
4053,5333,AMG-531
4054,5337,ETI-204
4055,5344,MK-0724
4056,5344,MK0724
4057,5344,ONO-2506PO
4058,5352,T-168390
4059,5352,TAK-390
4060,5352,TAK-390MR
4061,5362,SANORG-123781
4062,5362,SR-123781
4063,5362,SR-123781A
4064,5362,SR123781A
4065,5375,ALT-110
4066,5375,PF-04948568
4067,5378,K-101
4068,5378,K101
4069,5382,NSC-33792
4070,5383,NSC-42355
4071,5386,Pro 1041
4072,5386,PRO 2000
4073,5386,PRO 2000/5
4074,5386,PRO-2000
4075,5387,GMC 89-107
4076,5390,WF 10
4077,5390,WF10
4078,5395,NEU-3002
4079,5396,SR 58611
4080,5396,SR-58611
4081,5396,SR58611
4082,5406,XTL 001
4083,5406,XTL-001
4084,5408,TBC 3711
4085,5408,TBC-3711
4086,5408,TBC3711
4087,5409,IDN 6556
4088,5409,IDN-6556
4089,5409,IDN6556
4090,5409,PF-3491390
4091,5411,NCX 1022
4092,5411,NCX-1022
4093,5413,SCIO-469
4094,5414,T-1249
4095,5415,ERA-923
4096,5417,GSK-516
4097,5417,GW-1516
4098,5417,GW-501516
4099,5417,GW501516
4100,5420,ADX-10061
4101,5420,CEE 03-310
4102,5420,CEE-03-310
4103,5420,CEE-310
4104,5420,NNC 01-0687
4105,5420,NNC 687
4106,5420,NNC-01-0687
4107,5420,NNC-687
4108,5420,NO 687
4109,5422,"(+)-CP-122,721"
4110,5422,"CP 122,721"
4111,5422,"CP-122,721"
4112,5422,CP-122721
4113,5423,OPC-14523
4114,5424,ORG 34517
4115,5424,ORG-34517
4116,5424,ORG34517
4117,5425,PD-183805
4118,5427,LF-00
4119,5427,LF00
4120,5429,PCI 0120
4121,5432,CMI 977
4122,5432,CMI-977
4123,5432,LDP 977
4124,5432,LDP-977
4125,5432,MLN-977
4126,5435,ABT 510
4127,5435,ABT-510
4128,5438,NAV 1800
4129,5438,NAV-1800
4130,5443,BNP-166
4131,5449,PX 12
4132,5449,PX-12
4133,5451,PYM 50028
4134,5451,PYM-50028
4135,5451,PYM50028
4136,5455,SR 57667
4137,5455,SR 57667b
4138,5455,SR5-7667B
4139,5455,SR57667B
4140,5459,A-87089.0
4141,5459,ABT-089
4142,5460,ABT-874
4143,5461,TER 199
4144,5461,Ter-199
4145,5461,Terrapin 199
4146,5461,TLK-199
4147,5461,TLK199
4148,5463,I(131)-TM-601
4149,5463,TM-601 I-131
4150,5464,1018 ISS
4151,5464,CPG 1018
4152,5464,CPG-1018
4153,5464,ISS 1018
4154,5464,ISS 1018 CpG ODN
4155,5464,ISS-1018
4156,5466,CT-53518
4157,5466,CT53518
4158,5466,MLN-518
4159,5471,VX 702
4160,5471,VX-702
4161,5471,VX702
4162,5476,SCV-07
4163,5477,WX UK1
4164,5477,WX-UK1
4165,5479,MB-06886
4166,5483,LE-SN38
4167,5483,NK 012
4168,5483,NK-012
4169,5483,NK012
4170,5483,SN 38
4171,5483,SN-38
4172,5488,CC-8490
4173,5488,OGX-011
4174,5491,AMG 131
4175,5491,AMG-131
4176,5491,INT-131
4177,5491,T-0903131
4178,5491,T131
4179,5492,ATN-161
4180,5492,ATN-161 free base
4181,5495,CP 4055
4182,5495,CP-4055
4183,5495,P-4055
4184,5496,PG 116800
4185,5496,PG-116800
4186,5496,PG-530742
4187,5496,PGE-7113313
4188,5496,PGE7113313
4189,5497,TRX4
4190,5502,AMD-070
4191,5502,AMD-11070
4192,5502,AMD070
4193,5502,AMD11070
4194,5512,CF-101
4195,5512,CF101
4196,5512,IB-MECA
4197,5514,SK&F-106615
4198,5514,SKF 106615
4199,5514,SKF-106615
4200,5515,SPI-8811
4201,5517,PI-0824
4202,5519,CS 917
4203,5519,CS-917
4204,5519,CS917
4205,5519,MB 06322
4206,5519,MB-06322
4207,5519,MB06322
4208,5519,R 132917
4209,5520,ATI-2042
4210,5521,DEBIO-9902
4211,5521,DEBIO-9902 SR
4212,5521,ZT 1
4213,5521,ZT-1
4214,5522,AIDS-213006
4215,5522,AIDS213006
4216,5522,LY 570310
4217,5522,LY-570310
4218,5522,MP 424
4219,5522,MP-424
4220,5522,VRT 111950
4221,5522,VRT-111950
4222,5522,VRT111950
4223,5522,VX 950
4224,5522,VX-950
4225,5525,EKB-569
4226,5525,WAY-EKB-569
4227,5529,ISIS 301012
4228,5529,ISIS-301012
4229,5532,PV-10
4230,5533,BMS 043
4231,5533,BMS 488043
4232,5533,BMS-488043
4233,5541,SDX-102
4234,5542,UCB 34714
4235,5542,UCB-34714
4236,5543,ATI 7505
4237,5543,ATI-7505
4238,5546,AMG 108
4239,5546,AMG-108
4240,5547,SB-743921
4241,5547,SB-743921 free base
4242,5550,INO-1001
4243,5551,MDX 060
4244,5551,MDX-060
4245,5553,TG 100-115
4246,5553,TG 100115
4247,5553,TG-100-115
4248,5553,TG-100115
4249,5553,TG100-115
4250,5556,MEDI 528
4251,5556,MEDI-528
4252,5556,MEDI528
4253,5561,BMS-875944
4254,5561,KAI-9803
4255,5563,PRX-00023
4256,5566,PB 1033
4257,5576,AMG 706
4258,5576,AMG-706
4259,5579,1121B
4260,5579,IMC-1121B
4261,5579,LY3009806
4262,5585,BA 210
4263,5585,BA-210
4264,5586,MX-128495
4265,5593,AE-37
4266,5593,AE37
4267,5593,ANAVEX 2-73 FREE BASE
4268,5595,huC242-DM4
4269,5595,IMGN-242
4270,5595,IMGN242
4271,5596,MORAb-003
4272,5607,SPC-2996
4273,5609,ENMD-2076
4274,5609,ENMD-981693
4275,5609,R 440
4276,5609,RO 31-7453
4277,5609,RO-31-7453
4278,5612,STA 5326
4279,5612,STA-5326
4280,5617,CH 1504
4281,5617,CH-1504
4282,5621,AVI 4065
4283,5621,AVI-4065
4284,5625,D-23234
4285,5625,EP 24332
4286,5625,EP-24332
4287,5625,TZTX 001
4288,5625,TZTX-001
4289,5626,CTCE 9908
4290,5626,CTCE-9908
4291,5626,PTX-9908 FREE BASE
4292,5627,IPI 504
4293,5627,IPI-504
4294,5632,ALT-2074
4295,5632,BXT 51072
4296,5632,BXT-51072
4297,5632,SYI 2074
4298,5632,SYI-2074
4299,5643,DDP-225
4300,5643,DDP225
4301,5643,MCI-225
4302,5644,IRX 2
4303,5644,IRX-2
4304,5644,IRX2
4305,5645,KP 1461
4306,5645,KP-1461
4307,5645,SN1212
4308,5646,AT-2347
4309,5651,OT 551
4310,5651,OT-551
4311,5654,AGN 195183
4312,5654,AGN-195183
4313,5654,NRX-195183
4314,5654,NRX195183
4315,5654,VTP-195183
4316,5654,VTP-5183
4317,5654,VTP195183
4318,5657,hA20
4319,5657,IMMU-106
4320,5660,A 0026
4321,5660,A-0026
4322,5660,A0026
4323,5660,BAY-56-6854
4324,5660,SUN-A0026
4325,5661,AM-111
4326,5661,D-JNKI-1
4327,5661,XG-102 C-terminal acid
4328,5663,NP50301
4329,5668,COR-003
4330,5668,COR003
4331,5668,DIO-902
4332,5669,NSC-297900
4333,5669,ZIO-201
4334,5676,EP 2104R
4335,5676,EP-2104R
4336,5677,CC 10004
4337,5677,CC-10004
4338,5677,CC10004
4339,5679,KD-026
4340,5679,KD026
4341,5679,SLx 4090
4342,5679,SLx-4090
4343,5679,SLx4090
4344,5680,CNTO 1275
4345,5680,CNTO-1275
4346,5680,CNTO1275
4347,5680,L04AC05
4348,5680,TT 20
4349,5680,TT-20
4350,5680,TT20
4351,5681,R-850
4352,5681,S-30594
4353,5687,A-007
4354,5696,(+)-NPS-2143
4355,5696,SB-262470
4356,5696,SB-262470A
4357,5698,A-12009 FREE ACID
4358,5699,GI-4000
4359,5707,GPX-100
4360,5711,AV-4430A
4361,5711,GW-280430
4362,5711,GW-280430A
4363,5711,GW280430A
4364,5713,AZD9684
4365,5714,LY-517717
4366,5714,LY517717
4367,5715,TGN 255
4368,5720,GSK-842879
4369,5720,GSK-842879A
4370,5720,STA-4783
4371,5722,EVT 201
4372,5722,EVT-201
4373,5722,EVT201
4374,5723,CGC 11047
4375,5723,CGC-11047
4376,5723,SL 11047
4377,5723,SL 47
4378,5725,ACV-1
4379,5725,ACV1
4380,5733,NB S101
4381,5736,TD-1792
4382,5738,A-002
4383,5738,LY-333013
4384,5738,LY333013
4385,5738,S-3013
4386,5768,HMPL-004
4387,5768,HMPL004
4388,5772,LLL-3348
4389,5773,Rob 803
4390,5773,ROB-803
4391,5774,PRO-132365
4392,5774,PRO132365
4393,5774,RG-3502
4394,5778,ART-123
4395,5780,IM 862
4396,5786,ALRT-1550
4397,5786,LGD-1550
4398,5787,MGI 114
4399,5787,MGI-114
4400,5787,NSC-683863
4401,5793,SR 31747
4402,5793,SR-31747
4403,5797,SLV 306
4404,5797,SLV-306
4405,5797,SLV306
4406,5799,GEM 231
4407,5799,GEM-231
4408,5799,GEM231
4409,5799,HYBO165
4410,5806,"GSK-372,475"
4411,5806,GSK-372475
4412,5806,GSK372475
4413,5806,NS-2359
4414,5806,NS2359
4415,5807,BNP 1350
4416,5807,BNP1350
4417,5807,DB 172
4418,5813,CB 7598
4419,5813,CB-7598
4420,5815,GPI 1485
4421,5815,GPI-1485
4422,5818,101M
4423,5818,VNP 40101M
4424,5818,VNP-40101M
4425,5818,VNP40101M
4426,5830,ALX-1-11
4427,5830,ALX-111
4428,5830,ALX1-11
4429,5830,NPSP-558
4430,5830,NPSP558
4431,5831,RU 27333
4432,5833,PPI 1019
4433,5833,PPI-1019
4434,5836,NS-3728
4435,5836,NS3728
4436,5856,RJR-2403
4437,5856,TC-2403
4438,5862,ABR-215050
4439,5866,VIT-100
4440,5866,VIT100
4441,5869,BILN 2061
4442,5869,BILN 2061 ZW
4443,5870,CTI-01
4444,5870,FEMA NO. 2457
4445,5870,NSC-48386
4446,5872,NSC-675186
4447,5872,UC-781
4448,5872,UC781
4449,5875,AEOL 10150
4450,5875,AEOL-10150
4451,5886,UCB 44212
4452,5886,UCB-44212
4453,5890,CMC 544
4454,5890,CMC-544
4455,5890,PF-05208773
4456,5890,WAY-207294
4457,5904,KOS-1584
4458,5904,R 1645
4459,5904,R-1645
4460,5904,R1645
4461,5906,TD 2749
4462,5906,TD-2749
4463,5914,OSI 930
4464,5914,OSI-930
4465,5914,OSI930
4466,5929,TKI-258
4467,5932,BMS-844203
4468,5932,CT 322
4469,5932,CT-322
4470,5933,MN 029
4471,5933,MN-029
4472,5935,CT-0214
4473,5935,CTCE 0214
4474,5935,CTCE-0214
4475,5937,GS-6201
4476,5939,J2.972.359A
4477,5939,T-817
4478,5942,PA14
4479,5942,PRO 140
4480,5942,PRO-140
4481,5942,PRO140
4482,5942,WHO 10751
4483,5943,GI 5005
4484,5943,GI-5005
4485,5944,TAK-242
4486,5945,AR-00334543
4487,5945,AR00334543
4488,5945,ARRY-334543
4489,5945,ARRY-543
4490,5945,ASLAN-001
4491,5945,ASLAN001
4492,5946,MDX 1303
4493,5946,MDX-1303
4494,5951,CGX-1160
4495,5960,IRC-110160
4496,5962,MK-8122
4497,5962,MX-100
4498,5962,PL 100 (PHARMACEUTICAL)
4499,5962,PPL 100
4500,5962,TMB-607
4501,5965,"DOV 21,947"
4502,5965,DOV 21947
4503,5965,DOV-21947
4504,5965,EB 1010
4505,5965,EB-1010
4506,5965,EB1010
4507,5968,ANZ 100
4508,5968,ANZ100
4509,5968,CRS-100
4510,5968,CRS100
4511,5972,RX-0201
4512,5972,RX-201
4513,5974,INO-2002
4514,5984,NSC-713200
4515,5984,RTA 402
4516,5984,RTA-402
4517,5985,CHIR-265
4518,5985,NVP-RAF265
4519,5985,RAF265
4520,5991,DSP-1747
4521,5991,INT 747
4522,5991,INT-747
4523,5991,INT747
4524,5993,NPI-2358
4525,5997,CDX 011
4526,5997,CDX-011
4527,5997,CR-011-VCMMAE
4528,5997,CR011-VCMMAE
4529,6006,M-118
4530,6012,ALS 2-0426
4531,6012,ALS-2-0426
4532,6012,AMG-222
4533,6014,INNO-206
4534,6015,AVI-4658
4535,6017,MP-214
4536,6017,RGH-188
4537,6041,ARRY-520
4538,6044,IMC-3G3
4539,6046,NNZ 2566
4540,6046,NNZ-2566
4541,6050,1-7F9
4542,6050,Anti-KIR (1-7F9)
4543,6050,IPH 2101
4544,6050,IPH-2101
4545,6050,IPH2101
4546,6050,NN-1975
4547,6051,TB-402
4548,6051,TB402
4549,6062,ARRY 424704
4550,6062,ARRY-424704
4551,6062,ARRY-704
4552,6062,AZD 8330
4553,6062,AZD-8330
4554,6071,PF 04929113
4555,6071,PF-04929113
4556,6071,PF-4929113
4557,6071,SNX 5422
4558,6071,SNX-5422
4559,6076,ASP-7487
4560,6076,OSI-906
4561,6076,OSI-906AA
4562,6078,ITI 007
4563,6078,ITI-007
4564,6078,ITI-722
4565,6078,ITI007
4566,6081,A-741439
4567,6081,RG-3635
4568,6082,ALX 0081
